idx,move
2275,"[3, 1, 3, 3, 0, 3]"
23,"[1, 1, 1, 1, 1]"
2940,"[1, 1, 3, 3, 3, 3, 3, 1, 1, 1]"
1070,"[3, 3, 3, 3, 3, 1, 1, 1]"
2611,"[1, 1, 1, 1, 2, 2]"
781,"[1, 2, 2, 2, 2, 2, 1, 1]"
1474,"[3, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2]"
3243,"[0, 0, 0, 0, 0, 2, 2, 2]"
2762,"[2, 2, 2, 2, 2, 1, 1, 1]"
99,"[3, 3, 3, 3, 3, 0, 0]"
715,"[1, 1, 1, 1, 1]"
812,"[3, 3, 3, 3, 3, 1]"
2969,"[1, 3, 3, 3, 3, 3]"
2164,"[2, 0, 0, 0, 2, 2, 0]"
1026,"[0, 0, 0, 0, 0, 3]"
2871,"[0, 0, 0, 0, 0, 2, 2, 2]"
535,"[0, 0, 0, 0, 0]"
1168,"[0, 2, 2, 2, 2, 2]"
736,"[3, 1, 1, 2, 1, 1, 1, 3]"
1384,"[1, 3, 3, 3, 3, 3, 1, 2]"
942,"[1, 3, 1, 1, 0, 3, 3, 1, 1, 1]"
2128,"[2, 2, 2, 2, 0, 0, 0]"
2369,"[0, 0, 0, 0, 0]"
2883,"[2, 2, 1, 2, 2, 2, 1, 3, 1, 1, 1]"
1825,"[3, 3, 3, 3, 1, 1, 1]"
181,"[0, 2, 2, 2, 2, 2, 1]"
2316,"[3, 0, 0, 0, 0, 0, 3, 3, 3, 3]"
1201,"[0, 2, 0, 2, 0, 0, 0, 2, 1, 2, 2, 0]"
904,"[2, 2, 2, 2, 2, 0]"
2765,"[3, 3, 1, 1, 1, 1, 1, 2, 2, 2]"
2542,"[3, 3, 3, 3, 1]"
1442,"[1, 1, 1, 1, 1, 2]"
98,"[2, 2, 2, 0, 0, 0, 0, 0, 1]"
408,"[2, 1, 1, 1, 1, 3]"
3105,"[0, 0, 3, 3, 3, 3, 3, 1]"
635,"[3, 3, 3, 0, 0, 0, 0, 2]"
3143,"[3, 3, 3, 3, 3, 0]"
1720,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 1]"
2887,"[0, 0, 0, 0, 2, 2]"
2759,"[1, 2, 2, 2, 2]"
2248,"[3, 3, 3, 2, 1, 1, 1, 1, 2, 2, 2]"
2652,"[2, 2, 1, 1, 1, 1]"
2170,"[2, 2, 2, 2, 2, 0, 0]"
936,"[2, 2, 2, 0, 0, 0, 0]"
392,"[1, 1, 1, 3, 3, 3, 3, 1, 1]"
1549,"[1, 1, 1, 1]"
2153,"[1, 1, 3, 3, 3, 3, 3]"
3085,"[0, 3, 3, 3, 3, 1]"
3107,"[1, 1, 1, 1, 1, 2, 2, 2]"
1859,"[1, 1, 3, 3, 3, 3]"
879,"[0, 0, 3, 3, 3, 3, 3]"
1796,"[2, 2, 2, 2]"
1460,"[3, 3, 3, 3, 3, 1, 1, 1]"
2503,"[0, 0, 0, 0, 0, 3]"
2788,"[0, 0, 0, 0]"
302,"[1, 1, 1, 2, 2, 2, 2, 2, 1]"
916,"[0, 0, 0, 3, 0, 0, 2]"
680,"[1, 1, 1, 1, 3, 3]"
2288,"[3, 3, 3, 3, 3, 1, 1]"
3157,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
3272,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
274,"[3, 3, 1, 1, 3, 3]"
1631,"[2, 2, 2, 0, 0, 2, 0, 0]"
147,"[2, 2, 2, 2, 2, 0, 0]"
1179,"[0, 2, 2, 2, 2, 2]"
1954,"[1, 1, 1, 2, 2, 2, 2]"
269,"[1, 0, 0, 2, 0, 2, 2, 2, 0, 0]"
1813,"[3, 3, 3, 3]"
3149,"[3, 3, 0, 3, 3, 3, 1, 1, 1, 1, 2]"
2141,"[2, 2, 2, 0, 0, 0, 0]"
1054,"[1, 1, 3, 3, 3, 3]"
345,"[0, 1, 2, 1, 2, 2, 2, 2, 0, 0]"
2762,"[2, 1, 0, 0, 0, 2, 2, 1, 1, 3, 3, 0, 0, 1, 1, 2, 1, 0, 2, 1]"
2983,"[0, 2, 2, 1, 1, 0, 2, 2, 1, 2, 0, 0, 3, 1, 1, 1, 0, 0, 3, 3, 1, 1]"
896,"[0, 0, 0, 0, 3, 3, 3]"
2178,"[2, 0, 0, 2, 2, 2, 1, 1]"
422,"[0, 0, 0, 0, 0]"
2169,"[1, 1, 1, 1, 2, 2, 2]"
1673,"[1, 3, 3, 3, 0, 0, 3]"
2966,"[3, 3, 3, 3, 3]"
420,"[2, 2, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3]"
2458,"[3, 3, 1, 3, 3, 3]"
3056,"[1, 2, 2, 2, 1, 2]"
2789,"[3, 1, 1, 1, 1, 2, 1, 2]"
2738,"[1, 1, 1, 2, 2, 2, 1, 1]"
1062,"[2, 2, 2, 2, 2, 0]"
3012,"[1, 1, 1, 1, 3, 3, 3, 3, 3]"
1172,"[2, 1, 1, 2, 2, 2, 1, 1]"
1408,"[2, 2, 2, 2, 2, 0]"
693,"[1, 3, 1, 3, 1, 1, 1]"
2692,"[1, 1, 1, 1, 1]"
3098,"[0, 0, 0, 0, 0, 3, 3, 3]"
1024,"[1, 1, 1, 1, 2]"
2219,"[1, 1, 2, 2, 2, 2, 2, 1]"
357,"[2, 2, 1, 1, 1, 1, 1]"
2831,"[3, 3, 3, 0, 0, 0, 0, 0]"
2040,"[3, 3, 3, 3, 0, 0]"
3148,"[1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 3]"
1795,"[0, 3, 0, 0, 3, 0, 0]"
1603,"[3, 3, 3, 3, 3, 1, 1, 1]"
645,"[3, 3, 0, 0, 0, 0, 3, 3, 3]"
1693,"[1, 1, 1, 2, 2, 2, 2, 1]"
1030,"[0, 0, 0, 2, 2, 2, 2, 1]"
1532,"[0, 0, 2, 2, 2, 2, 0, 0, 0]"
2658,"[1, 1, 2, 2, 2, 2, 2]"
346,"[2, 1, 1, 1, 1, 2, 2, 2, 2]"
1818,"[0, 2, 2, 0, 0, 0, 0]"
739,"[3, 1, 1, 1, 3, 3, 1]"
1601,"[1, 2, 2, 2, 2, 2, 1, 1, 1, 1]"
1772,"[1, 1, 1, 3, 3, 3, 3, 3]"
399,"[0, 0, 0, 0, 1, 3, 3, 3, 3]"
810,"[2, 0, 0, 0, 2, 2, 2, 2]"
921,"[2, 2, 2, 2, 2, 1, 1]"
2630,"[2, 2, 2, 2, 0, 0, 2, 0, 0]"
2304,"[1, 1, 1, 3, 3, 3, 3]"
1271,"[2, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3]"
1768,"[2, 0, 2, 2, 2, 1, 1]"
112,"[1, 3, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 0, 0, 0, 3, 3, 0, 0, 2, 2, 1, 1, 1, 1, 1, 3, 2, 0, 0, 0, 0, 0]"
1634,"[3, 3, 3, 3, 3, 1, 1, 2, 2, 0, 0, 0, 3, 0, 0, 2, 3, 3, 1, 1, 2, 2, 2, 2, 0, 0, 2, 1, 1, 1, 1, 1, 3, 2, 0, 0, 3, 3]"
1666,"[1, 2, 2, 1, 1, 1, 3, 1, 0, 3, 0, 0, 2, 0, 3, 0, 3, 3, 3, 1, 2, 2, 2, 1, 3, 0, 3, 3, 1, 2, 2, 1, 1, 3, 1, 2, 0, 0, 0, 3, 3, 1, 0]"
691,"[2, 2, 0, 3, 0, 0, 0, 2, 0, 2, 1, 1, 1, 2, 2, 3, 3, 0, 3, 3, 1]"
1079,"[0, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0]"
1003,"[1, 1, 1, 3, 0, 3, 3, 3, 0, 0, 3, 1, 1, 2, 1, 1, 1, 2, 0, 0, 0]"
207,"[3, 1, 1, 1, 2, 1, 1, 2, 0]"
1532,"[0, 0, 2, 2, 2, 2, 0, 0, 0]"
1464,"[0, 0, 0, 2, 2, 1, 2, 2, 0, 0, 2]"
978,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
620,"[3, 2, 2, 1, 1, 1, 1]"
592,"[0, 0, 0, 0, 3, 3, 3, 3]"
144,"[2, 2, 1, 1, 1, 1]"
971,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0]"
31,"[0, 0, 3, 3, 3, 0, 0, 3, 3]"
739,"[3, 1, 1, 1, 3, 3, 1]"
356,"[3, 3, 0, 0, 0, 0]"
2198,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
1853,"[1, 0, 3, 3, 3, 3, 3, 0]"
428,"[1, 3, 3, 3, 3, 1]"
1211,"[1, 1, 1, 1]"
3133,"[3, 3, 3, 3, 3, 0, 0, 0]"
748,"[1, 3, 3, 3, 3, 3]"
1577,"[3, 3, 0, 0, 0, 0]"
773,"[1, 1, 1, 1, 1, 3]"
604,"[1, 2, 1, 1, 2, 1, 1, 2, 2, 2]"
3004,"[0, 0, 0, 3, 3, 3, 3, 3]"
660,"[1, 1, 1, 1, 1]"
2397,"[0, 0, 0, 0, 2, 2, 2, 2, 2]"
2816,"[1, 3, 1, 1, 1, 1]"
993,"[1, 1, 1, 1, 1]"
3145,"[2, 1, 1, 1, 1, 1, 0, 0, 1, 3, 1]"
24,"[3, 3, 1, 1, 1, 2, 1, 1, 3, 3, 0]"
3269,"[0, 0, 0, 0, 0]"
291,"[1, 1, 1, 2, 2, 2, 2, 2, 1, 1]"
2419,"[3, 3, 3, 1, 1, 1, 1, 1]"
2233,"[2, 2, 2, 2, 2, 1]"
1939,"[1, 1, 2, 2, 2, 2, 2]"
2934,"[1, 1, 1, 3, 3, 1, 1, 3, 3]"
2603,"[0, 3, 3, 3, 3, 0]"
2557,"[0, 0, 0, 2, 2, 2, 2, 2]"
2564,"[0, 0, 0, 0, 2, 0]"
2629,"[1, 2, 2, 2, 2, 2]"
2136,"[0, 0, 0, 0, 2, 2]"
3103,"[3, 3, 3, 0, 0, 0, 0, 0, 2, 2]"
2022,"[0, 0, 0, 0, 0, 2, 2]"
1125,"[1, 1, 1, 1, 3]"
2883,"[1, 1, 1, 1, 0, 2, 2, 2, 2, 1]"
126,"[2, 2, 2, 2, 0, 0, 0, 0, 0, 2]"
230,"[2, 0, 0, 0, 0, 0]"
1324,"[1, 1, 3, 3, 3, 3, 3, 1]"
779,"[1, 1, 1, 1, 2, 2, 2, 2, 0, 0, 0, 0]"
957,"[3, 3, 0, 0, 0, 0, 3, 3, 3]"
2727,"[3, 3, 3, 3, 3, 0, 0]"
2749,"[3, 0, 0, 0, 2, 2, 0]"
3166,"[3, 3, 0, 0, 0, 0, 0]"
2175,"[1, 1, 2, 2, 2, 2]"
2980,"[3, 3, 3, 3, 3, 0]"
2790,"[2, 2, 2, 0, 0, 0, 0]"
2656,"[2, 2, 2, 2, 1, 1, 1]"
1979,"[0, 0, 3, 3, 3, 3, 0, 3, 0]"
177,"[1, 1, 2, 2, 2, 2]"
1577,"[0, 0, 0, 0, 3, 3]"
251,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
2746,"[0, 3, 3, 3, 3, 3]"
1788,"[3, 3, 3, 3, 3]"
1015,"[0, 0, 0, 0, 0, 3, 3]"
1927,"[2, 2, 2, 2, 1, 1]"
1739,"[2, 2, 2, 2, 2]"
836,"[0, 0, 2, 2, 2, 2, 2, 1]"
2355,"[1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 0]"
1181,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
92,"[3, 0, 0, 0, 2, 2, 0]"
1146,"[1, 1, 1, 2, 2, 2, 1, 1, 2]"
812,"[3, 1, 3, 3, 3, 3]"
3106,"[0, 0, 0, 0, 0]"
1138,"[1, 3, 1, 1, 1]"
1945,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
1786,"[1, 1, 1, 1, 3]"
142,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 2]"
1266,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
1075,"[0, 1, 3, 3, 3, 3, 1]"
739,"[3, 1, 1, 1, 1, 0, 3, 3, 3, 2, 1]"
1147,"[2, 2, 2, 0, 0, 0, 0, 0, 2]"
2726,"[1, 1, 1, 1, 3, 3]"
611,"[0, 0, 0, 0]"
1271,"[2, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3]"
1354,"[3, 3, 0, 0, 0, 0, 0, 3, 3]"
204,"[1, 1, 3, 3, 3, 1, 1, 1]"
923,"[2, 2, 2, 2, 0, 0, 0]"
1439,"[1, 1, 0, 0, 0, 1, 1, 1, 2, 3, 0, 0, 2, 2, 2, 2]"
436,"[2, 2, 2, 1, 3, 1, 1, 1, 1, 3, 0, 3, 3, 1]"
1617,"[0, 3, 3, 3, 3, 3]"
1041,"[0, 0, 0, 0, 3, 3, 3]"
1983,"[2, 2, 2, 2]"
2706,"[3, 3, 3, 3]"
2725,"[2, 2, 0, 2, 0, 0, 0, 2]"
396,"[3, 1, 1, 1, 3, 3, 3, 1]"
58,"[1, 2, 2, 2, 2, 2, 0]"
1163,"[2, 3, 0, 0, 0, 0, 3, 3, 3, 3, 0]"
2953,"[3, 0, 0, 0, 2, 2, 2, 2, 0]"
2084,"[3, 0, 0, 3, 3, 3]"
2613,"[1, 1, 1, 1, 3, 3, 1]"
737,"[0, 0, 3, 3, 3, 3, 3]"
1080,"[0, 2, 1, 2, 1, 2, 1, 1, 2]"
1507,"[2, 0, 0, 0, 0, 0, 2, 2, 1]"
646,"[3, 3, 3, 3, 0]"
1648,"[0, 3, 3, 3, 3, 1]"
244,"[0, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2]"
1374,"[0, 2, 2, 2, 2, 2, 1, 0, 3, 1, 1, 1, 1]"
1508,"[1, 1, 1, 1, 3]"
2200,"[1, 3, 3, 3, 3]"
17,"[1, 1, 1, 1, 1, 3, 3, 0]"
705,"[3, 3, 3, 3, 1]"
1202,"[1, 1, 1, 1]"
605,"[2, 1, 1, 1, 2, 1, 1, 2, 2]"
468,"[3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 1]"
1650,"[2, 2, 2, 2, 2, 0, 0]"
3179,"[3, 3, 1, 1, 1, 3, 3]"
2730,"[2, 2, 2, 1, 2, 1, 1]"
1676,"[2, 2, 2, 2, 0, 0, 2]"
2891,"[1, 2, 2, 2, 2, 2, 1]"
3057,"[1, 1, 1, 1, 1, 3]"
983,"[3, 3, 3, 3, 3, 0, 0, 0, 0]"
457,"[3, 3, 3, 3, 1, 1, 1, 1, 2, 2]"
324,"[0, 0, 0, 0, 3, 3]"
1243,"[1, 2, 2, 2, 2, 0]"
2067,"[1, 1, 3, 3, 3, 3, 3]"
1754,"[3, 3, 3, 3, 3, 1, 1, 1]"
2215,"[2, 2, 2, 2, 3, 0, 0, 0, 0]"
1057,"[2, 2, 2, 0, 0, 0, 0, 2, 2]"
376,"[3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2]"
2468,"[3, 3, 2, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1, 1]"
2878,"[1, 2, 2, 2, 2, 0, 0]"
2017,"[0, 0, 0, 0, 2, 2, 2, 2, 3]"
2546,"[1, 1, 1, 1, 1, 3, 3, 3]"
2583,"[3, 3, 2, 0, 0, 0, 0]"
2575,"[3, 0, 0, 0, 0, 2, 2, 2]"
2532,"[2, 2, 2, 1, 1, 1, 1, 1]"
2684,"[0, 0, 0, 0, 3, 3, 3, 3]"
253,"[3, 3, 3, 3, 1, 1, 1, 1]"
1108,"[0, 0, 0, 0, 0, 3, 3, 3, 3]"
3171,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
2602,"[2, 0, 0, 0, 0, 3]"
345,"[2, 1, 2, 2, 2, 2, 0, 0]"
1891,"[2, 0, 0, 0, 0, 0]"
2536,"[1, 2, 2, 2, 0, 0, 0, 2]"
2979,"[0, 1, 1, 3, 3, 3, 3, 3]"
2103,"[0, 0, 2, 2, 2, 2, 2, 0, 0, 0]"
2785,"[1, 3, 1, 1, 1, 1, 3, 3, 3]"
3117,"[3, 0, 0, 0, 0, 0, 2]"
2419,"[3, 3, 3, 1, 1, 1, 1, 1]"
1182,"[3, 1, 3, 1, 1, 1, 0, 2, 2, 1]"
2618,"[2, 2, 2, 1, 2, 2, 0]"
303,"[2, 0, 0, 0, 0, 2, 0]"
1533,"[0, 3, 3, 3, 3, 3, 0]"
1,"[1, 1, 1, 3, 2, 2, 2, 2, 1, 1]"
881,"[0, 0, 0, 3, 3, 3, 3, 3, 0]"
2647,"[2, 2, 2, 2, 2, 1]"
3064,"[2, 2, 2, 0, 0, 0, 0, 0, 3, 3, 3]"
2222,"[2, 0, 0, 0, 0, 0, 1]"
2083,"[2, 0, 0, 0, 0]"
2478,"[0, 0, 3, 0, 3, 3, 3, 3, 0]"
3223,"[2, 2, 2, 2]"
2195,"[0, 0, 0, 0, 0]"
1819,"[2, 2, 2, 2]"
1254,"[3, 3, 3, 3]"
13,"[2, 2, 2, 2, 0, 0, 2]"
3081,"[2, 2, 2, 2, 2, 1, 1, 1, 1]"
783,"[2, 2, 2, 2, 1, 1, 1, 1, 3, 3, 3, 3, 1]"
335,"[1, 1, 1, 1]"
1997,"[0, 0, 3, 3, 3, 3]"
2287,"[1, 1, 3, 3, 3, 3]"
3180,"[1, 3, 3, 3, 3, 3, 0, 0, 0, 2, 3, 0, 0]"
2940,"[1, 1, 3, 3, 3, 3, 3, 1, 1]"
1289,"[1, 3, 1, 3, 3, 3, 0]"
3058,"[2, 2, 2, 2, 2]"
690,"[0, 0, 0, 2, 2, 0]"
230,"[2, 0, 0, 0, 0, 0]"
2330,"[1, 2, 2, 2, 2, 1, 1, 1, 1]"
1301,"[1, 1, 1, 1, 1, 2, 2]"
193,"[2, 1, 2, 2, 2, 0]"
3217,"[2, 1, 3, 1, 1, 1, 3]"
1424,"[1, 1, 1, 1, 2, 2]"
2583,"[3, 0, 0, 0, 0]"
383,"[0, 3, 3, 3, 0, 3, 3, 1, 1]"
898,"[2, 2, 2, 2, 2, 0]"
2950,"[0, 0, 0, 0, 3, 3, 3, 3]"
322,"[3, 3, 1, 1, 1, 1, 2, 2]"
3021,"[2, 2, 2, 0, 0, 0, 0, 0]"
2354,"[0, 2, 0, 0, 2, 2, 0, 2]"
1472,"[1, 1, 1, 3, 3, 3, 3]"
1087,"[2, 2, 2, 2, 1, 1, 1, 1, 1]"
713,"[1, 1, 1, 1, 1, 0, 2]"
1742,"[0, 0, 0, 2, 2, 2, 2, 2, 0]"
1083,"[3, 2, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]"
1966,"[3, 3, 3, 3, 1, 1, 3, 1, 1, 2]"
920,"[1, 0, 3, 3, 3, 3, 0]"
2735,"[2, 0, 0, 0, 0, 3]"
1652,"[0, 0, 0, 0, 3]"
555,"[3, 1, 3, 1, 3, 1, 1, 1]"
599,"[2, 0, 0, 0, 0, 0]"
1474,"[2, 2, 1, 1, 1, 1, 2, 2]"
140,"[2, 2, 1, 1, 1, 1]"
1367,"[3, 0, 0, 0, 0]"
1668,"[2, 2, 2, 2]"
2302,"[1, 2, 2, 2, 2, 2]"
2807,"[2, 2, 2, 2, 2, 1, 1]"
2938,"[3, 1, 1, 3, 1, 3, 3, 3]"
2078,"[0, 2, 2, 2, 2]"
2812,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
2668,"[3, 3, 3, 3, 0]"
1710,"[3, 3, 3, 3, 3, 0, 2]"
2918,"[3, 3, 1, 1, 1, 1, 3]"
3079,"[1, 1, 1, 1, 2, 2, 2, 2, 2]"
1149,"[3, 3, 0, 0, 3, 3]"
492,"[3, 3, 3, 3, 3, 0, 0]"
676,"[1, 1, 3, 3, 1, 1, 1, 0, 2, 2, 2, 2]"
468,"[3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
1185,"[3, 3, 3, 1, 1, 1, 2, 2, 1, 1]"
1858,"[2, 2, 2, 2]"
2422,"[3, 3, 3, 3, 0]"
3193,"[3, 3, 3, 3, 1, 1, 1, 1]"
2905,"[1, 2, 2, 2, 2, 0, 2]"
2665,"[3, 3, 3, 3, 0]"
63,"[0, 1, 1, 0, 0, 3, 3, 3, 1, 1, 2, 2, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 3, 3, 1, 1, 3, 3, 1, 1, 1, 2]"
250,"[3, 0, 0, 0, 0]"
2713,"[1, 1, 1, 1, 3]"
2419,"[3, 3, 3, 1, 1, 1, 1, 1]"
3100,"[0, 2, 2, 2, 2]"
2880,"[3, 3, 3, 3, 0, 0, 0, 0]"
519,"[3, 2, 0, 0, 0, 0, 0, 2, 2]"
601,"[3, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
2564,"[0, 0, 0, 0, 1, 2, 0, 0]"
538,"[3, 3, 3, 3, 3, 0]"
2837,"[0, 3, 3, 3, 3, 0, 0, 0, 0]"
2628,"[2, 2, 0, 0, 0, 0]"
2370,"[1, 1, 1, 1, 2]"
3027,"[3, 3, 0, 0, 0, 3, 3]"
455,"[2, 2, 2, 2, 2, 0, 0, 0]"
608,"[1, 1, 1, 3, 1]"
2743,"[0, 3, 3, 3, 3]"
388,"[0, 3, 3, 3, 3, 3]"
1825,"[3, 3, 1, 1, 3, 3, 1]"
1713,"[0, 3, 3, 3, 3]"
3095,"[1, 1, 2, 1, 1, 1]"
1857,"[3, 1, 3, 1, 3, 3, 3]"
1118,"[3, 3, 3, 3, 3, 0]"
688,"[0, 0, 2, 2, 2, 2]"
990,"[0, 0, 0, 0, 0, 2, 2]"
2331,"[0, 3, 3, 3, 3, 0, 0, 0, 3]"
679,"[2, 0, 0, 0, 3, 3, 3, 0]"
1234,"[0, 0, 0, 0, 0, 3]"
1669,"[3, 3, 3, 1, 1, 1, 1]"
659,"[2, 2, 0, 0, 0, 3, 0]"
1218,"[1, 3, 3, 3, 3]"
2677,"[0, 0, 0, 0, 3, 3]"
1984,"[0, 0, 0, 0, 3, 0]"
3083,"[0, 3, 3, 3, 3, 3]"
1412,"[1, 1, 3, 3, 3, 3]"
998,"[1, 2, 2, 1, 2, 2, 1, 1]"
962,"[2, 2, 0, 0, 0, 0, 0, 3, 3, 3, 1]"
2938,"[1, 3, 3, 3, 3, 1, 1, 3]"
1409,"[0, 0, 0, 0, 0]"
2168,"[2, 0, 0, 0, 0, 0]"
2807,"[2, 2, 2, 2, 2, 1, 1]"
2347,"[0, 0, 0, 0, 0, 3, 3, 3]"
2933,"[3, 3, 3, 3, 1, 1]"
2951,"[2, 2, 2, 2, 2, 0, 0, 0]"
2124,"[0, 0, 0, 0, 3, 3, 3]"
1896,"[0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 3, 0, 2, 1, 0, 1, 0, 0, 0, 0, 2, 0]"
1375,"[1, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
1993,"[0, 3, 3, 3, 3, 3, 2, 0, 0, 1, 1, 1, 1, 1]"
303,"[2, 0, 0, 0, 0, 2, 0]"
1767,"[1, 1, 3, 3, 3, 3, 3]"
2069,"[0, 2, 2, 2, 2, 2, 0, 0, 0, 0]"
1238,"[3, 3, 3, 3]"
306,"[2, 3, 2, 1, 1, 1, 1, 3]"
2368,"[3, 3, 3, 3, 0]"
1591,"[0, 2, 2, 2, 2, 1]"
1114,"[0, 0, 2, 2, 2, 2, 0]"
2256,"[0, 2, 2, 2, 2]"
3262,"[1, 3, 3, 3, 3, 3]"
1761,"[0, 2, 2, 2, 2, 2, 0, 0]"
2702,"[1, 1, 1, 1, 3, 3]"
1176,"[2, 2, 2, 2]"
2971,"[0, 0, 3, 3, 3, 0, 0, 0]"
194,"[2, 2, 2, 2, 2, 0]"
257,"[0, 0, 0, 0, 3, 3, 0]"
732,"[0, 3, 3, 3, 3, 3, 1]"
2624,"[1, 3, 3, 3, 1, 1, 1, 1]"
305,"[1, 1, 3, 3, 3, 3]"
2467,"[3, 3, 3, 3]"
236,"[0, 0, 0, 0, 0]"
2760,"[2, 2, 2, 0, 0, 0, 0, 0]"
277,"[0, 0, 0, 0, 0, 2, 2]"
309,"[0, 0, 0, 0, 2, 2, 2]"
503,"[2, 2, 1, 1, 1, 1, 3, 3]"
2991,"[2, 2, 2, 0, 0, 0, 0]"
2416,"[3, 0, 0, 0, 0, 0, 3]"
2411,"[2, 2, 2, 2, 2, 1]"
1824,"[3, 3, 3, 3, 1, 1]"
216,"[1, 1, 1, 2, 2, 1]"
1278,"[1, 3, 3, 3, 3, 3]"
532,"[0, 3, 3, 3, 3, 3, 1]"
2637,"[0, 0, 0, 0, 2, 2]"
3137,"[3, 3, 0, 0, 0, 0]"
1020,"[0, 2, 2, 0, 2, 2]"
268,"[1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0]"
3208,"[1, 1, 1, 1, 2, 2, 2, 2]"
2901,"[2, 2, 2, 0, 0, 0, 0, 0, 2]"
2487,"[2, 0, 0, 0, 0]"
2302,"[1, 2, 2, 2, 2, 2]"
1191,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
1616,"[1, 2, 2, 2, 2, 1]"
1840,"[2, 2, 2, 2, 0, 0, 0, 0, 0]"
2820,"[1, 1, 1, 1, 3]"
48,"[0, 0, 0, 2, 2, 0, 0]"
571,"[1, 2, 2, 2, 2, 0]"
654,"[2, 0, 0, 0, 0]"
1400,"[1, 2, 2, 2, 2, 2, 1]"
2027,"[1, 1, 1, 1, 3, 3, 1]"
2599,"[1, 2, 2, 2, 2, 0, 0, 0]"
2649,"[0, 0, 0, 0, 3, 3, 0]"
1012,"[3, 3, 3, 3, 0, 0, 0, 0]"
229,"[0, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1, 3]"
3145,"[2, 1, 1, 1, 1, 3, 1]"
2707,"[3, 3, 3, 0, 0, 0, 0]"
155,"[0, 0, 0, 0, 0, 2]"
1416,"[0, 3, 0, 3, 3, 3, 3, 1]"
2710,"[0, 2, 2, 0, 0, 0]"
259,"[2, 2, 2, 2, 2]"
2916,"[2, 2, 2, 2, 2, 0]"
2746,"[0, 3, 3, 3, 3, 3]"
2097,"[0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 3]"
1769,"[0, 0, 1, 1, 1, 3, 3, 3, 3, 3, 1]"
49,"[0, 0, 0, 2, 2, 2, 2, 0, 0]"
2447,"[2, 2, 2, 2, 1]"
3208,"[1, 1, 1, 1, 2, 2, 2, 2]"
1903,"[1, 1, 3, 1, 1, 3, 3, 3, 3, 1]"
1009,"[1, 1, 1, 1, 1, 2, 2, 2, 0]"
2262,"[0, 2, 2, 2, 2, 2, 0, 0, 0, 0]"
2412,"[0, 0, 0, 0, 0, 2, 1]"
2912,"[0, 0, 0, 0, 0, 2, 2, 1]"
470,"[3, 3, 3, 3, 3]"
2292,"[2, 2, 2, 2, 0, 2, 0]"
2044,"[1, 1, 1, 1, 1, 0, 2, 1]"
2896,"[2, 0, 3, 0, 0, 2, 2, 2, 0, 2]"
1896,"[0, 0, 3, 3, 3, 0, 0, 0]"
3069,"[3, 3, 0, 0, 0, 0, 0]"
2256,"[0, 2, 2, 2, 2, 2]"
379,"[3, 3, 3, 3, 3, 2, 1]"
121,"[1, 3, 3, 3, 3, 3, 1, 1, 1, 1]"
199,"[2, 2, 2, 2, 2, 3, 0, 0, 0]"
917,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
424,"[3, 3, 3, 3, 3, 2, 3, 1, 1, 1, 1, 1, 2]"
830,"[1, 3, 3, 3, 3, 3, 1]"
1130,"[0, 3, 3, 0, 0, 0, 0]"
495,"[2, 2, 2, 2, 2, 0, 1]"
